"","ID","time","depth","dt"
"10898","T172064",2017-08-13 00:01:15,620.5,1.25
"10899","T172064",2017-08-13 00:02:30,620.5,1.25
"10900","T172064",2017-08-13 00:03:45,620.5,1.25
"10901","T172064",2017-08-13 00:05:00,620.5,1.25
"10902","T172064",2017-08-13 00:06:15,620.5,1.25
"10903","T172064",2017-08-13 00:07:30,620.5,1.25
"10904","T172064",2017-08-13 00:08:45,443.5,1.25
"10905","T172064",2017-08-13 00:10:00,355,1.25
"10906","T172064",2017-08-13 00:11:15,199.5,1.25
"10907","T172064",2017-08-13 00:12:30,55.5,1.25
"10908","T172064",2017-08-13 00:13:45,5.5,1.25
"10909","T172064",2017-08-13 00:15:00,5.5,1.25
"10910","T172064",2017-08-13 00:16:15,5.5,1.25
"10911","T172064",2017-08-13 00:17:30,5.5,1.25
"10912","T172064",2017-08-13 00:18:45,5.5,1.25
"10913","T172064",2017-08-13 00:20:00,122,1.25
"10914","T172064",2017-08-13 00:21:15,288,1.25
"10915","T172064",2017-08-13 00:22:30,443.5,1.25
"10916","T172064",2017-08-13 00:23:45,620.5,1.25
"10917","T172064",2017-08-13 00:25:00,620.5,1.25
"10918","T172064",2017-08-13 00:26:15,620.5,1.25
"10919","T172064",2017-08-13 00:27:30,620.5,1.25
"10920","T172064",2017-08-13 00:28:45,620.5,1.25
"10921","T172064",2017-08-13 00:30:00,620.5,1.25
"10922","T172064",2017-08-13 00:31:15,620.5,1.25
"10923","T172064",2017-08-13 00:32:30,532,1.25
"10924","T172064",2017-08-13 00:33:45,443.5,1.25
"10925","T172064",2017-08-13 00:35:00,355,1.25
"10926","T172064",2017-08-13 00:36:15,199.5,1.25
"10927","T172064",2017-08-13 00:37:30,55.5,1.25
"10928","T172064",2017-08-13 00:38:45,5.5,1.25
"10929","T172064",2017-08-13 00:40:00,5.5,1.25
"10930","T172064",2017-08-13 00:41:15,5.5,1.25
"10931","T172064",2017-08-13 00:42:30,5.5,1.25
"10932","T172064",2017-08-13 00:43:45,5.5,1.25
"10933","T172064",2017-08-13 00:45:00,155,1.25
"10934","T172064",2017-08-13 00:46:15,288,1.25
"10935","T172064",2017-08-13 00:47:30,355,1.25
"10936","T172064",2017-08-13 00:48:45,532,1.25
"10937","T172064",2017-08-13 00:50:00,620.5,1.25
"10938","T172064",2017-08-13 00:51:15,620.5,1.25
"10939","T172064",2017-08-13 00:52:30,620.5,1.25
"10940","T172064",2017-08-13 00:53:45,620.5,1.25
"10941","T172064",2017-08-13 00:55:00,532,1.25
"10942","T172064",2017-08-13 00:56:15,443.5,1.25
"10943","T172064",2017-08-13 00:57:30,355,1.25
"10944","T172064",2017-08-13 00:58:45,244,1.25
"10945","T172064",2017-08-13 01:00:00,102,1.25
"10946","T172064",2017-08-13 01:01:15,5.5,1.25
"10947","T172064",2017-08-13 01:02:30,5.5,1.25
"10948","T172064",2017-08-13 01:03:45,5.5,1.25
"10949","T172064",2017-08-13 01:05:00,5.5,1.25
"10950","T172064",2017-08-13 01:06:15,28,1.25
"10951","T172064",2017-08-13 01:07:30,158.5,1.25
"10952","T172064",2017-08-13 01:08:45,294.5,1.25
"10953","T172064",2017-08-13 01:10:00,363,1.25
"10954","T172064",2017-08-13 01:11:15,544,1.25
"10955","T172064",2017-08-13 01:12:30,635,1.25
"10956","T172064",2017-08-13 01:13:45,635,1.25
"10957","T172064",2017-08-13 01:15:00,635,1.25
"10958","T172064",2017-08-13 01:16:15,635,1.25
"10959","T172064",2017-08-13 01:17:30,544,1.25
"10960","T172064",2017-08-13 01:18:45,453.5,1.25
"10961","T172064",2017-08-13 01:20:00,363,1.25
"10962","T172064",2017-08-13 01:21:15,249.5,1.25
"10963","T172064",2017-08-13 01:22:30,124.5,1.25
"10964","T172064",2017-08-13 01:23:45,5.5,1.25
"10965","T172064",2017-08-13 01:25:00,5.5,1.25
"10966","T172064",2017-08-13 01:26:15,5.5,1.25
"10967","T172064",2017-08-13 01:27:30,5.5,1.25
"10968","T172064",2017-08-13 01:28:45,28,1.25
"10969","T172064",2017-08-13 01:30:00,158.5,1.25
"10970","T172064",2017-08-13 01:31:15,294.5,1.25
"10971","T172064",2017-08-13 01:32:30,453.5,1.25
"10972","T172064",2017-08-13 01:33:45,453.5,1.25
"10973","T172064",2017-08-13 01:35:00,453.5,1.25
"10974","T172064",2017-08-13 01:36:15,453.5,1.25
"10975","T172064",2017-08-13 01:37:30,363,1.25
"10976","T172064",2017-08-13 01:38:45,294.5,1.25
"10977","T172064",2017-08-13 01:40:00,204,1.25
"10978","T172064",2017-08-13 01:41:15,39.5,1.25
"10979","T172064",2017-08-13 01:42:30,5.5,1.25
"10980","T172064",2017-08-13 01:43:45,5.5,1.25
"10981","T172064",2017-08-13 01:45:00,5.5,1.25
"10982","T172064",2017-08-13 01:46:15,102,1.25
"10983","T172064",2017-08-13 01:47:30,249.5,1.25
"10984","T172064",2017-08-13 01:48:45,363,1.25
"10985","T172064",2017-08-13 01:50:00,453.5,1.25
"10986","T172064",2017-08-13 01:51:15,544,1.25
"10987","T172064",2017-08-13 01:52:30,453.5,1.25
"10988","T172064",2017-08-13 01:53:45,294.5,1.25
"10989","T172064",2017-08-13 01:55:00,204,1.25
"10990","T172064",2017-08-13 01:56:15,79.5,1.25
"10991","T172064",2017-08-13 01:57:30,5.5,1.25
"10992","T172064",2017-08-13 01:58:45,5.5,1.25
"10993","T172064",2017-08-13 02:00:00,6,1.25
"10994","T172064",2017-08-13 02:01:15,6,1.25
"10995","T172064",2017-08-13 02:02:30,107,1.25
"10996","T172064",2017-08-13 02:03:45,261.5,1.25
"10997","T172064",2017-08-13 02:05:00,380.5,1.25
"10998","T172064",2017-08-13 02:06:15,570.5,1.25
"10999","T172064",2017-08-13 02:07:30,665.5,1.25
"11000","T172064",2017-08-13 02:08:45,665.5,1.25
"11001","T172064",2017-08-13 02:10:00,665.5,1.25
"11002","T172064",2017-08-13 02:11:15,665.5,1.25
"11003","T172064",2017-08-13 02:12:30,570.5,1.25
"11004","T172064",2017-08-13 02:13:45,475.5,1.25
"11005","T172064",2017-08-13 02:15:00,380.5,1.25
"11006","T172064",2017-08-13 02:16:15,261.5,1.25
"11007","T172064",2017-08-13 02:17:30,131,1.25
"11008","T172064",2017-08-13 02:18:45,6,1.25
"11009","T172064",2017-08-13 02:20:00,6,1.25
"11010","T172064",2017-08-13 02:21:15,6,1.25
"11011","T172064",2017-08-13 02:22:30,6,1.25
"11012","T172064",2017-08-13 02:23:45,6,1.25
"11013","T172064",2017-08-13 02:25:00,6,1.25
"11014","T172064",2017-08-13 02:26:15,166.5,1.25
"11015","T172064",2017-08-13 02:27:30,309,1.25
"11016","T172064",2017-08-13 02:28:45,475.5,1.25
"11017","T172064",2017-08-13 02:30:00,570.5,1.25
"11018","T172064",2017-08-13 02:31:15,665.5,1.25
"11019","T172064",2017-08-13 02:32:30,665.5,1.25
"11020","T172064",2017-08-13 02:33:45,665.5,1.25
"11021","T172064",2017-08-13 02:35:00,570.5,1.25
"11022","T172064",2017-08-13 02:36:15,475.5,1.25
"11023","T172064",2017-08-13 02:37:30,380.5,1.25
"11024","T172064",2017-08-13 02:38:45,261.5,1.25
"11025","T172064",2017-08-13 02:40:00,131,1.25
"11026","T172064",2017-08-13 02:41:15,6,1.25
"11027","T172064",2017-08-13 02:42:30,6,1.25
"11028","T172064",2017-08-13 02:43:45,6,1.25
"11029","T172064",2017-08-13 02:45:00,6,1.25
"11030","T172064",2017-08-13 02:46:15,6,1.25
"11031","T172064",2017-08-13 02:47:30,6,1.25
"11032","T172064",2017-08-13 02:48:45,6,1.25
"11033","T172064",2017-08-13 02:50:00,6,1.25
"11034","T172064",2017-08-13 02:51:15,6,1.25
"11035","T172064",2017-08-13 02:52:30,107,1.25
"11036","T172064",2017-08-13 02:53:45,261.5,1.25
"11037","T172064",2017-08-13 02:55:00,380.5,1.25
"11038","T172064",2017-08-13 02:56:15,570.5,1.25
"11039","T172064",2017-08-13 02:57:30,665.5,1.25
"11040","T172064",2017-08-13 02:58:45,665.5,1.25
"11041","T172064",2017-08-13 03:00:00,665.5,1.25
"11042","T172064",2017-08-13 03:01:15,665.5,1.25
"11043","T172064",2017-08-13 03:02:30,570.5,1.25
"11044","T172064",2017-08-13 03:03:45,475.5,1.25
"11045","T172064",2017-08-13 03:05:00,309,1.25
"11046","T172064",2017-08-13 03:06:15,166.5,1.25
"11047","T172064",2017-08-13 03:07:30,59.5,1.25
"11048","T172064",2017-08-13 03:08:45,6,1.25
"11049","T172064",2017-08-13 03:10:00,6,1.25
"11050","T172064",2017-08-13 03:11:15,6,1.25
"11051","T172064",2017-08-13 03:12:30,6,1.25
"11052","T172064",2017-08-13 03:13:45,6,1.25
"11053","T172064",2017-08-13 03:15:00,6,1.25
"11054","T172064",2017-08-13 03:16:15,107,1.25
"11055","T172064",2017-08-13 03:17:30,214,1.25
"11056","T172064",2017-08-13 03:18:45,380.5,1.25
"11057","T172064",2017-08-13 03:20:00,570.5,1.25
"11058","T172064",2017-08-13 03:21:15,665.5,1.25
"11059","T172064",2017-08-13 03:22:30,665.5,1.25
"11060","T172064",2017-08-13 03:23:45,665.5,1.25
"11061","T172064",2017-08-13 03:25:00,665.5,1.25
"11062","T172064",2017-08-13 03:26:15,475.5,1.25
"11063","T172064",2017-08-13 03:27:30,475.5,1.25
"11064","T172064",2017-08-13 03:28:45,309,1.25
"11065","T172064",2017-08-13 03:30:00,166.5,1.25
"11066","T172064",2017-08-13 03:31:15,59.5,1.25
"11067","T172064",2017-08-13 03:32:30,6,1.25
"11068","T172064",2017-08-13 03:33:45,6,1.25
"11069","T172064",2017-08-13 03:35:00,6,1.25
"11070","T172064",2017-08-13 03:36:15,6,1.25
"11071","T172064",2017-08-13 03:37:30,6,1.25
"11072","T172064",2017-08-13 03:38:45,6,1.25
"11073","T172064",2017-08-13 03:40:00,6,1.25
"11074","T172064",2017-08-13 03:41:15,6,1.25
"11075","T172064",2017-08-13 03:42:30,6,1.25
"11076","T172064",2017-08-13 03:43:45,6,1.25
"11077","T172064",2017-08-13 03:45:00,6,1.25
"11078","T172064",2017-08-13 03:46:15,6,1.25
"11079","T172064",2017-08-13 03:47:30,6,1.25
"11080","T172064",2017-08-13 03:48:45,6,1.25
"11081","T172064",2017-08-13 03:50:00,6,1.25
"11082","T172064",2017-08-13 03:51:15,6,1.25
"11083","T172064",2017-08-13 03:52:30,6,1.25
"11084","T172064",2017-08-13 03:53:45,6,1.25
"11085","T172064",2017-08-13 03:55:00,6,1.25
"11086","T172064",2017-08-13 03:56:15,6,1.25
"11087","T172064",2017-08-13 03:57:30,6,1.25
"11088","T172064",2017-08-13 03:58:45,6,1.25
"11089","T172064",2017-08-13 04:00:00,0.5,1.25
"11090","T172064",2017-08-13 04:01:15,5.5,1.25
"11091","T172064",2017-08-13 04:02:30,0.5,1.25
"11092","T172064",2017-08-13 04:03:45,7,1.25
"11093","T172064",2017-08-13 04:05:00,0.5,1.25
"11094","T172064",2017-08-13 04:06:15,5.5,1.25
"11095","T172064",2017-08-13 04:07:30,1,1.25
"11096","T172064",2017-08-13 04:08:45,5.5,1.25
"11097","T172064",2017-08-13 04:10:00,1,1.25
"11098","T172064",2017-08-13 04:11:15,5.5,1.25
"11099","T172064",2017-08-13 04:12:30,1,1.25
"11100","T172064",2017-08-13 04:13:45,5.5,1.25
"11101","T172064",2017-08-13 04:15:00,0.5,1.25
"11102","T172064",2017-08-13 04:16:15,4.5,1.25
"11103","T172064",2017-08-13 04:17:30,1.5,1.25
"11104","T172064",2017-08-13 04:18:45,4.5,1.25
"11105","T172064",2017-08-13 04:20:00,0.5,1.25
"11106","T172064",2017-08-13 04:21:15,4.5,1.25
"11107","T172064",2017-08-13 04:22:30,2,1.25
"11108","T172064",2017-08-13 04:23:45,9,1.25
"11109","T172064",2017-08-13 04:25:00,0.5,1.25
"11110","T172064",2017-08-13 04:26:15,7,1.25
"11111","T172064",2017-08-13 04:27:30,0.5,1.25
"11112","T172064",2017-08-13 04:28:45,3.5,1.25
"11113","T172064",2017-08-13 04:30:00,1,1.25
"11114","T172064",2017-08-13 04:31:15,5.5,1.25
"11115","T172064",2017-08-13 04:32:30,1,1.25
"11116","T172064",2017-08-13 04:33:45,9,1.25
"11117","T172064",2017-08-13 04:35:00,4.5,1.25
"11118","T172064",2017-08-13 04:36:15,1,1.25
"11119","T172064",2017-08-13 04:37:30,1,1.25
"11120","T172064",2017-08-13 04:38:45,19,1.25
"11121","T172064",2017-08-13 04:40:00,1,1.25
"11122","T172064",2017-08-13 04:41:15,5.5,1.25
"11123","T172064",2017-08-13 04:42:30,10.5,1.25
"11124","T172064",2017-08-13 04:43:45,0.5,1.25
"11125","T172064",2017-08-13 04:45:00,5.5,1.25
"11126","T172064",2017-08-13 04:46:15,1,1.25
"11127","T172064",2017-08-13 04:47:30,9,1.25
"11128","T172064",2017-08-13 04:48:45,10.5,1.25
"11129","T172064",2017-08-13 04:50:00,10.5,1.25
"11130","T172064",2017-08-13 04:51:15,0.5,1.25
"11131","T172064",2017-08-13 04:52:30,3.5,1.25
"11132","T172064",2017-08-13 04:53:45,3.5,1.25
"11133","T172064",2017-08-13 04:55:00,1,1.25
"11134","T172064",2017-08-13 04:56:15,4.5,1.25
"11135","T172064",2017-08-13 04:57:30,2.5,1.25
"11136","T172064",2017-08-13 04:58:45,4.5,1.25
"11137","T172064",2017-08-13 05:00:00,6,1.25
"11138","T172064",2017-08-13 05:01:15,6,1.25
"11139","T172064",2017-08-13 05:02:30,6,1.25
"11140","T172064",2017-08-13 05:03:45,6,1.25
"11141","T172064",2017-08-13 05:05:00,6,1.25
"11142","T172064",2017-08-13 05:06:15,6,1.25
"11143","T172064",2017-08-13 05:07:30,6,1.25
"11144","T172064",2017-08-13 05:08:45,6,1.25
"11145","T172064",2017-08-13 05:10:00,29,1.25
"11146","T172064",2017-08-13 05:11:15,162.5,1.25
"11147","T172064",2017-08-13 05:12:30,372,1.25
"11148","T172064",2017-08-13 05:13:45,557.5,1.25
"11149","T172064",2017-08-13 05:15:00,649.5,1.25
"11150","T172064",2017-08-13 05:16:15,649.5,1.25
"11151","T172064",2017-08-13 05:17:30,649.5,1.25
"11152","T172064",2017-08-13 05:18:45,649.5,1.25
"11153","T172064",2017-08-13 05:20:00,557.5,1.25
"11154","T172064",2017-08-13 05:21:15,464.5,1.25
"11155","T172064",2017-08-13 05:22:30,372,1.25
"11156","T172064",2017-08-13 05:23:45,255.5,1.25
"11157","T172064",2017-08-13 05:25:00,104.5,1.25
"11158","T172064",2017-08-13 05:26:15,6,1.25
"11159","T172064",2017-08-13 05:27:30,6,1.25
"11160","T172064",2017-08-13 05:28:45,6,1.25
"11161","T172064",2017-08-13 05:30:00,6,1.25
"11162","T172064",2017-08-13 05:31:15,6,1.25
"11163","T172064",2017-08-13 05:32:30,6,1.25
"11164","T172064",2017-08-13 05:33:45,104.5,1.25
"11165","T172064",2017-08-13 05:35:00,255.5,1.25
"11166","T172064",2017-08-13 05:36:15,372,1.25
"11167","T172064",2017-08-13 05:37:30,464.5,1.25
"11168","T172064",2017-08-13 05:38:45,649.5,1.25
"11169","T172064",2017-08-13 05:40:00,649.5,1.25
"11170","T172064",2017-08-13 05:41:15,649.5,1.25
"11171","T172064",2017-08-13 05:42:30,649.5,1.25
"11172","T172064",2017-08-13 05:43:45,649.5,1.25
"11173","T172064",2017-08-13 05:45:00,464.5,1.25
"11174","T172064",2017-08-13 05:46:15,372,1.25
"11175","T172064",2017-08-13 05:47:30,255.5,1.25
"11176","T172064",2017-08-13 05:48:45,128,1.25
"11177","T172064",2017-08-13 05:50:00,6,1.25
"11178","T172064",2017-08-13 05:51:15,6,1.25
"11179","T172064",2017-08-13 05:52:30,6,1.25
"11180","T172064",2017-08-13 05:53:45,6,1.25
"11181","T172064",2017-08-13 05:55:00,6,1.25
"11182","T172064",2017-08-13 05:56:15,6,1.25
"11183","T172064",2017-08-13 05:57:30,104.5,1.25
"11184","T172064",2017-08-13 05:58:45,255.5,61.25
"11185","T172064",2017-08-13 07:00:00,6,1.25
"11186","T172064",2017-08-13 07:01:15,6,1.25
"11187","T172064",2017-08-13 07:02:30,6,1.25
"11188","T172064",2017-08-13 07:03:45,6,1.25
"11189","T172064",2017-08-13 07:05:00,6,1.25
"11190","T172064",2017-08-13 07:06:15,6,1.25
"11191","T172064",2017-08-13 07:07:30,41.5,1.25
"11192","T172064",2017-08-13 07:08:45,166.5,1.25
"11193","T172064",2017-08-13 07:10:00,380.5,1.25
"11194","T172064",2017-08-13 07:11:15,475.5,1.25
"11195","T172064",2017-08-13 07:12:30,665.5,1.25
"11196","T172064",2017-08-13 07:13:45,665.5,1.25
"11197","T172064",2017-08-13 07:15:00,665.5,1.25
"11198","T172064",2017-08-13 07:16:15,665.5,1.25
"11199","T172064",2017-08-13 07:17:30,665.5,1.25
"11200","T172064",2017-08-13 07:18:45,665.5,1.25
"11201","T172064",2017-08-13 07:20:00,475.5,1.25
"11202","T172064",2017-08-13 07:21:15,380.5,1.25
"11203","T172064",2017-08-13 07:22:30,261.5,1.25
"11204","T172064",2017-08-13 07:23:45,107,1.25
"11205","T172064",2017-08-13 07:25:00,6,1.25
"11206","T172064",2017-08-13 07:26:15,6,1.25
"11207","T172064",2017-08-13 07:27:30,6,1.25
"11208","T172064",2017-08-13 07:28:45,6,1.25
"11209","T172064",2017-08-13 07:30:00,6,1.25
"11210","T172064",2017-08-13 07:31:15,6,1.25
"11211","T172064",2017-08-13 07:32:30,6,1.25
"11212","T172064",2017-08-13 07:33:45,6,1.25
"11213","T172064",2017-08-13 07:35:00,6,1.25
"11214","T172064",2017-08-13 07:36:15,6,1.25
"11215","T172064",2017-08-13 07:37:30,6,1.25
"11216","T172064",2017-08-13 07:38:45,6,1.25
"11217","T172064",2017-08-13 07:40:00,6,1.25
"11218","T172064",2017-08-13 07:41:15,6,1.25
"11219","T172064",2017-08-13 07:42:30,6,1.25
"11220","T172064",2017-08-13 07:43:45,41.5,1.25
"11221","T172064",2017-08-13 07:45:00,214,1.25
"11222","T172064",2017-08-13 07:46:15,380.5,1.25
"11223","T172064",2017-08-13 07:47:30,570.5,1.25
"11224","T172064",2017-08-13 07:48:45,665.5,1.25
"11225","T172064",2017-08-13 07:50:00,665.5,1.25
"11226","T172064",2017-08-13 07:51:15,665.5,1.25
"11227","T172064",2017-08-13 07:52:30,665.5,1.25
"11228","T172064",2017-08-13 07:53:45,665.5,1.25
"11229","T172064",2017-08-13 07:55:00,665.5,1.25
"11230","T172064",2017-08-13 07:56:15,475.5,1.25
"11231","T172064",2017-08-13 07:57:30,380.5,1.25
"11232","T172064",2017-08-13 07:58:45,261.5,61.25
"11233","T172064",2017-08-13 09:00:00,6,1.25
"11234","T172064",2017-08-13 09:01:15,6,1.25
"11235","T172064",2017-08-13 09:02:30,6,1.25
"11236","T172064",2017-08-13 09:03:45,6,1.25
"11237","T172064",2017-08-13 09:05:00,6,1.25
"11238","T172064",2017-08-13 09:06:15,6,1.25
"11239","T172064",2017-08-13 09:07:30,61,1.25
"11240","T172064",2017-08-13 09:08:45,218.5,1.25
"11241","T172064",2017-08-13 09:10:00,388.5,1.25
"11242","T172064",2017-08-13 09:11:15,485.5,1.25
"11243","T172064",2017-08-13 09:12:30,680,1.25
"11244","T172064",2017-08-13 09:13:45,680,1.25
"11245","T172064",2017-08-13 09:15:00,680,1.25
"11246","T172064",2017-08-13 09:16:15,680,1.25
"11247","T172064",2017-08-13 09:17:30,680,1.25
"11248","T172064",2017-08-13 09:18:45,680,1.25
"11249","T172064",2017-08-13 09:20:00,582.5,1.25
"11250","T172064",2017-08-13 09:21:15,388.5,1.25
"11251","T172064",2017-08-13 09:22:30,267,1.25
"11252","T172064",2017-08-13 09:23:45,133.5,1.25
"11253","T172064",2017-08-13 09:25:00,6,1.25
"11254","T172064",2017-08-13 09:26:15,6,1.25
"11255","T172064",2017-08-13 09:27:30,6,1.25
"11256","T172064",2017-08-13 09:28:45,6,1.25
"11257","T172064",2017-08-13 09:30:00,6,1.25
"11258","T172064",2017-08-13 09:31:15,85,1.25
"11259","T172064",2017-08-13 09:32:30,267,1.25
"11260","T172064",2017-08-13 09:33:45,388.5,1.25
"11261","T172064",2017-08-13 09:35:00,582.5,1.25
"11262","T172064",2017-08-13 09:36:15,680,1.25
"11263","T172064",2017-08-13 09:37:30,680,1.25
"11264","T172064",2017-08-13 09:38:45,680,1.25
"11265","T172064",2017-08-13 09:40:00,680,1.25
"11266","T172064",2017-08-13 09:41:15,680,1.25
"11267","T172064",2017-08-13 09:42:30,582.5,1.25
"11268","T172064",2017-08-13 09:43:45,485.5,1.25
"11269","T172064",2017-08-13 09:45:00,315.5,1.25
"11270","T172064",2017-08-13 09:46:15,170,1.25
"11271","T172064",2017-08-13 09:47:30,18.5,1.25
"11272","T172064",2017-08-13 09:48:45,6,1.25
"11273","T172064",2017-08-13 09:50:00,6,1.25
"11274","T172064",2017-08-13 09:51:15,6,1.25
"11275","T172064",2017-08-13 09:52:30,6,1.25
"11276","T172064",2017-08-13 09:53:45,6,1.25
"11277","T172064",2017-08-13 09:55:00,6,1.25
"11278","T172064",2017-08-13 09:56:15,109.5,1.25
"11279","T172064",2017-08-13 09:57:30,267,1.25
"11280","T172064",2017-08-13 09:58:45,485.5,61.25
"11281","T172064",2017-08-13 11:00:00,0.5,1.25
"11282","T172064",2017-08-13 11:01:15,3,1.25
"11283","T172064",2017-08-13 11:02:30,1,1.25
"11284","T172064",2017-08-13 11:03:45,5.5,1.25
"11285","T172064",2017-08-13 11:05:00,0.5,1.25
"11286","T172064",2017-08-13 11:06:15,5.5,1.25
"11287","T172064",2017-08-13 11:07:30,0.5,1.25
"11288","T172064",2017-08-13 11:08:45,0.5,1.25
"11289","T172064",2017-08-13 11:10:00,0.5,1.25
"11290","T172064",2017-08-13 11:11:15,0.5,1.25
"11291","T172064",2017-08-13 11:12:30,0.5,1.25
"11292","T172064",2017-08-13 11:13:45,0.5,1.25
"11293","T172064",2017-08-13 11:15:00,0.5,1.25
"11294","T172064",2017-08-13 11:16:15,0.5,1.25
"11295","T172064",2017-08-13 11:17:30,3,1.25
"11296","T172064",2017-08-13 11:18:45,1,1.25
"11297","T172064",2017-08-13 11:20:00,3,1.25
"11298","T172064",2017-08-13 11:21:15,0.5,1.25
"11299","T172064",2017-08-13 11:22:30,2,1.25
"11300","T172064",2017-08-13 11:23:45,3,1.25
"11301","T172064",2017-08-13 11:25:00,1,1.25
"11302","T172064",2017-08-13 11:26:15,0.5,1.25
"11303","T172064",2017-08-13 11:27:30,6.5,1.25
"11304","T172064",2017-08-13 11:28:45,24,1.25
"11305","T172064",2017-08-13 11:30:00,19,1.25
"11306","T172064",2017-08-13 11:31:15,0.5,1.25
"11307","T172064",2017-08-13 11:32:30,0.5,1.25
"11308","T172064",2017-08-13 11:33:45,3,1.25
"11309","T172064",2017-08-13 11:35:00,0.5,1.25
"11310","T172064",2017-08-13 11:36:15,0.5,1.25
"11311","T172064",2017-08-13 11:37:30,0.5,1.25
"11312","T172064",2017-08-13 11:38:45,0.5,1.25
"11313","T172064",2017-08-13 11:40:00,0.5,1.25
"11314","T172064",2017-08-13 11:41:15,0.5,1.25
"11315","T172064",2017-08-13 11:42:30,0.5,1.25
"11316","T172064",2017-08-13 11:43:45,0.5,1.25
"11317","T172064",2017-08-13 11:45:00,0.5,1.25
"11318","T172064",2017-08-13 11:46:15,0.5,1.25
"11319","T172064",2017-08-13 11:47:30,0.5,1.25
"11320","T172064",2017-08-13 11:48:45,0.5,1.25
"11321","T172064",2017-08-13 11:50:00,0.5,1.25
"11322","T172064",2017-08-13 11:51:15,3,1.25
"11323","T172064",2017-08-13 11:52:30,2,1.25
"11324","T172064",2017-08-13 11:53:45,5.5,1.25
"11325","T172064",2017-08-13 11:55:00,0.5,1.25
"11326","T172064",2017-08-13 11:56:15,3,1.25
"11327","T172064",2017-08-13 11:57:30,2,1.25
"11328","T172064",2017-08-13 11:58:45,3,121.25
"11329","T172064",2017-08-13 14:00:00,6.5,1.25
"11330","T172064",2017-08-13 14:01:15,6.5,1.25
"11331","T172064",2017-08-13 14:02:30,6.5,1.25
"11332","T172064",2017-08-13 14:03:45,6.5,1.25
"11333","T172064",2017-08-13 14:05:00,31,1.25
"11334","T172064",2017-08-13 14:06:15,174,1.25
"11335","T172064",2017-08-13 14:07:30,322.5,1.25
"11336","T172064",2017-08-13 14:08:45,496.5,1.25
"11337","T172064",2017-08-13 14:10:00,596,1.25
"11338","T172064",2017-08-13 14:11:15,694.5,1.25
"11339","T172064",2017-08-13 14:12:30,694.5,1.25
"11340","T172064",2017-08-13 14:13:45,596,1.25
"11341","T172064",2017-08-13 14:15:00,496.5,1.25
"11342","T172064",2017-08-13 14:16:15,397.5,1.25
"11343","T172064",2017-08-13 14:17:30,273,1.25
"11344","T172064",2017-08-13 14:18:45,136.5,1.25
"11345","T172064",2017-08-13 14:20:00,6.5,1.25
"11346","T172064",2017-08-13 14:21:15,6.5,1.25
"11347","T172064",2017-08-13 14:22:30,6.5,1.25
"11348","T172064",2017-08-13 14:23:45,6.5,1.25
"11349","T172064",2017-08-13 14:25:00,6.5,1.25
"11350","T172064",2017-08-13 14:26:15,87,1.25
"11351","T172064",2017-08-13 14:27:30,223.5,1.25
"11352","T172064",2017-08-13 14:28:45,397.5,1.25
"11353","T172064",2017-08-13 14:30:00,496.5,1.25
"11354","T172064",2017-08-13 14:31:15,596,1.25
"11355","T172064",2017-08-13 14:32:30,694.5,1.25
"11356","T172064",2017-08-13 14:33:45,694.5,1.25
"11357","T172064",2017-08-13 14:35:00,694.5,1.25
"11358","T172064",2017-08-13 14:36:15,694.5,1.25
"11359","T172064",2017-08-13 14:37:30,596,1.25
"11360","T172064",2017-08-13 14:38:45,496.5,1.25
"11361","T172064",2017-08-13 14:40:00,322.5,1.25
"11362","T172064",2017-08-13 14:41:15,174,1.25
"11363","T172064",2017-08-13 14:42:30,31,1.25
"11364","T172064",2017-08-13 14:43:45,6.5,1.25
"11365","T172064",2017-08-13 14:45:00,6.5,1.25
"11366","T172064",2017-08-13 14:46:15,6.5,1.25
"11367","T172064",2017-08-13 14:47:30,6.5,1.25
"11368","T172064",2017-08-13 14:48:45,6.5,1.25
"11369","T172064",2017-08-13 14:50:00,31,1.25
"11370","T172064",2017-08-13 14:51:15,174,1.25
"11371","T172064",2017-08-13 14:52:30,322.5,1.25
"11372","T172064",2017-08-13 14:53:45,496.5,1.25
"11373","T172064",2017-08-13 14:55:00,694.5,1.25
"11374","T172064",2017-08-13 14:56:15,694.5,1.25
"11375","T172064",2017-08-13 14:57:30,694.5,1.25
"11376","T172064",2017-08-13 14:58:45,694.5,361.25
"11377","T172064",2017-08-13 21:00:00,261.5,1.25
"11378","T172064",2017-08-13 21:01:15,107,1.25
"11379","T172064",2017-08-13 21:02:30,6,1.25
"11380","T172064",2017-08-13 21:03:45,18,1.25
"11381","T172064",2017-08-13 21:05:00,6,1.25
"11382","T172064",2017-08-13 21:06:15,6,1.25
"11383","T172064",2017-08-13 21:07:30,6,1.25
"11384","T172064",2017-08-13 21:08:45,6,1.25
"11385","T172064",2017-08-13 21:10:00,6,1.25
"11386","T172064",2017-08-13 21:11:15,6,1.25
"11387","T172064",2017-08-13 21:12:30,83.5,1.25
"11388","T172064",2017-08-13 21:13:45,214,1.25
"11389","T172064",2017-08-13 21:15:00,380.5,1.25
"11390","T172064",2017-08-13 21:16:15,570.5,1.25
"11391","T172064",2017-08-13 21:17:30,665.5,1.25
"11392","T172064",2017-08-13 21:18:45,665.5,1.25
"11393","T172064",2017-08-13 21:20:00,665.5,1.25
"11394","T172064",2017-08-13 21:21:15,665.5,1.25
